filename,test_name,test_id,issue_severity,issue_confidence,issue_text,line_number,line_range,more_info
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotivity/iotivity_1.2-rel/extlibs/gtest/gtest-1.7.0/test/gtest_xml_test_utils.py,blacklist,B408,LOW,HIGH,"Using minidom to parse untrusted XML data is known to be vulnerable to XML attacks. Replace minidom with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",37,"[37, 38]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b408-import-xml-minidom
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/deps/jerry/tools/build.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,23,[23],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/deps/jerry/tools/build.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,209,[209],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/deps/jerry/tools/build.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,212,[212],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/deps/jerry/tools/build.py,start_process_with_partial_path,B607,LOW,HIGH,Starting a process with a partial executable path,212,[212],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/deps/jerry/tools/heaplimit_measure.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,20,[20],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/deps/jerry/tools/heaplimit_measure.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with Popen module.,23,"[23, 24, 25]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/deps/jerry/tools/heaplimit_measure.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,65,"[65, 66]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/deps/jerry/tools/heaplimit_measure.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,68,[68],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/deps/jerry/tools/heaplimit_measure.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,73,[73],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/deps/jerry/tools/heaplimit_measure.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,102,"[102, 103]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/deps/jerry/tools/run-tests.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,21,[21],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/deps/jerry/tools/run-tests.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,195,[195],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/deps/jerry/tools/run-tests.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,207,[207],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/tools/check_tidy.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,23,[23],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/tools/check_tidy.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,141,[141],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/tools/check_tidy.py,start_process_with_partial_path,B607,LOW,HIGH,Starting a process with a partial executable path,141,[141],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/tools/common_py/system/executor.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,17,"[17, 18, 19]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/tools/common_py/system/executor.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,49,[49],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/tools/common_py/system/executor.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,58,[58],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/tools/common_py/system/filesystem.py,blacklist,B303,MEDIUM,HIGH,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.",331,[331],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b303-md5
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/tools/js2c.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,22,[22],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/tools/js2c.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,188,"[188, 189, 190, 191]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/tools/measure_js_heap.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,22,[22],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/tools/measure_js_heap.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,43,[43],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/tools/testrunner.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,22,[22],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
TizenRT v1.1/TizenRT-1.1_Public_Release/external/iotjs/tools/testrunner.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,176,"[176, 177, 178, 179]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
