filename,test_name,test_id,issue_severity,issue_confidence,issue_text,line_number,line_range,more_info
Zephyr v1.12.0/scripts/meta/west/runner/core.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,105,[105],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
Zephyr v1.12.0/scripts/meta/west/runner/core.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,443,[443],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
Zephyr v1.12.0/scripts/meta/west/runner/core.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,460,[460],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
Zephyr v1.12.0/scripts/meta/west/runner/core.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,479,[479],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
Zephyr v1.12.0/scripts/meta/west/runner/core.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,502,[502],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
Zephyr v1.12.0/scripts/meta/west/runner/intel_s1000.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,9,"[9, 10]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
Zephyr v1.12.0/scripts/meta/west/runner/nrfjprog.py,blacklist,B322,HIGH,HIGH,"The input method in Python 2 will read from standard input, evaluate and run the resulting string as python source code. This is similar, though in many ways worse, then using eval. On Python 2, use raw_input instead, input is safe in Python 3.",68,[68],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b322-input
Zephyr v1.12.0/scripts/support/quartus-flash.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,3,[3],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
Zephyr v1.12.0/scripts/support/quartus-flash.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,95,[95],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
Zephyr v1.12.0/scripts/support/quartus-flash.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,115,[115],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
